time,open,high,low,close,volume
2026-05-08 09:15:00,12.6,12.6,12.6,12.6,19800
2026-05-08 09:16:00,12.65,12.65,12.6,12.6,2900
2026-05-08 09:17:00,12.6,12.6,12.6,12.6,2400
2026-05-08 09:18:00,12.6,12.6,12.6,12.6,5200
2026-05-08 09:19:00,12.6,12.65,12.6,12.6,9300
2026-05-08 09:20:00,12.6,12.65,12.6,12.6,15200
2026-05-08 09:21:00,12.6,12.6,12.6,12.6,6800
2026-05-08 09:22:00,12.6,12.6,12.6,12.6,9400
2026-05-08 09:23:00,12.6,12.6,12.6,12.6,100
2026-05-08 09:24:00,12.6,12.6,12.6,12.6,600
2026-05-08 09:25:00,12.6,12.6,12.6,12.6,300
2026-05-08 09:26:00,12.6,12.6,12.6,12.6,7000
2026-05-08 09:27:00,12.6,12.6,12.6,12.6,200
2026-05-08 09:28:00,12.6,12.6,12.6,12.6,100
2026-05-08 09:29:00,12.6,12.6,12.6,12.6,5000
2026-05-08 09:30:00,12.55,12.6,12.55,12.6,900
2026-05-08 09:31:00,12.6,12.6,12.6,12.6,5300
2026-05-08 09:32:00,12.6,12.6,12.55,12.55,11300
2026-05-08 09:34:00,12.55,12.55,12.55,12.55,13600
2026-05-08 09:36:00,12.55,12.55,12.55,12.55,5600
2026-05-08 09:37:00,12.55,12.6,12.55,12.6,200
2026-05-08 09:38:00,12.6,12.6,12.6,12.6,1000
2026-05-08 09:39:00,12.6,12.6,12.6,12.6,3000
2026-05-08 09:40:00,12.55,12.6,12.55,12.6,25600
2026-05-08 09:43:00,12.6,12.6,12.55,12.55,3300
2026-05-08 09:44:00,12.55,12.55,12.55,12.55,400
2026-05-08 09:45:00,12.55,12.55,12.55,12.55,500
2026-05-08 09:47:00,12.55,12.55,12.55,12.55,200
2026-05-08 09:48:00,12.6,12.6,12.6,12.6,100
2026-05-08 09:49:00,12.55,12.6,12.55,12.55,5300
2026-05-08 09:50:00,12.55,12.55,12.55,12.55,5900
2026-05-08 09:51:00,12.55,12.55,12.55,12.55,700
