time,open,high,low,close,volume
2026-05-25 09:15:00,28.4,28.5,28.4,28.5,7500
2026-05-25 09:17:00,28.5,28.5,28.5,28.5,2200
2026-05-25 09:18:00,28.55,28.55,28.55,28.55,500
2026-05-25 09:19:00,28.55,28.55,28.4,28.5,10800
2026-05-25 09:20:00,28.5,28.6,28.5,28.6,3600
2026-05-25 09:21:00,28.6,28.7,28.6,28.7,2900
2026-05-25 09:22:00,28.6,28.6,28.6,28.6,3300
2026-05-25 09:23:00,28.6,28.6,28.6,28.6,200
2026-05-25 09:24:00,28.6,28.6,28.6,28.6,800
2026-05-25 09:25:00,28.6,28.6,28.6,28.6,600
2026-05-25 09:26:00,28.65,28.65,28.65,28.65,11600
2026-05-25 09:27:00,28.6,28.6,28.6,28.6,3200
2026-05-25 09:28:00,28.6,28.65,28.6,28.65,10300
2026-05-25 09:29:00,28.65,28.65,28.65,28.65,200
2026-05-25 09:30:00,28.65,28.65,28.65,28.65,4200
2026-05-25 09:31:00,28.65,28.65,28.65,28.65,1200
2026-05-25 09:32:00,28.65,28.65,28.6,28.6,3000
2026-05-25 09:33:00,28.6,28.6,28.6,28.6,4500
2026-05-25 09:34:00,28.6,28.6,28.6,28.6,200
2026-05-25 09:35:00,28.6,28.6,28.6,28.6,1400
2026-05-25 09:36:00,28.6,28.65,28.6,28.65,8500
2026-05-25 09:37:00,28.65,28.65,28.65,28.65,1500
2026-05-25 09:38:00,28.65,28.65,28.6,28.6,2000
2026-05-25 09:39:00,28.6,28.6,28.6,28.6,8400
2026-05-25 09:40:00,28.6,28.6,28.6,28.6,500
2026-05-25 09:41:00,28.6,28.65,28.6,28.6,17500
2026-05-25 09:42:00,28.6,28.65,28.6,28.6,10200
2026-05-25 09:43:00,28.6,28.6,28.6,28.6,9300
2026-05-25 09:44:00,28.6,28.6,28.6,28.6,300
2026-05-25 09:45:00,28.6,28.65,28.6,28.65,5400
2026-05-25 09:46:00,28.55,28.55,28.55,28.55,9400
2026-05-25 09:48:00,28.55,28.55,28.5,28.5,36400
2026-05-25 09:49:00,28.5,28.5,28.5,28.5,200
2026-05-25 09:50:00,28.5,28.5,28.5,28.5,2600
2026-05-25 09:51:00,28.5,28.5,28.5,28.5,1900
2026-05-25 09:52:00,28.5,28.5,28.5,28.5,5700
2026-05-25 09:53:00,28.55,28.55,28.55,28.55,4300
2026-05-25 09:54:00,28.5,28.5,28.5,28.5,5000
2026-05-25 09:55:00,28.5,28.55,28.5,28.5,500
2026-05-25 09:56:00,28.5,28.5,28.5,28.5,200
2026-05-25 09:57:00,28.5,28.5,28.5,28.5,36400
2026-05-25 09:58:00,28.5,28.5,28.45,28.45,3100
2026-05-25 09:59:00,28.45,28.45,28.45,28.45,200
2026-05-25 10:00:00,28.45,28.45,28.45,28.45,1700
2026-05-25 10:01:00,28.45,28.45,28.45,28.45,13900
2026-05-25 10:02:00,28.4,28.45,28.4,28.4,5600
2026-05-25 10:03:00,28.4,28.5,28.4,28.45,50900
2026-05-25 10:04:00,28.5,28.5,28.5,28.5,2500
2026-05-25 10:05:00,28.5,28.5,28.5,28.5,5800
2026-05-25 10:07:00,28.5,28.5,28.5,28.5,300
2026-05-25 10:08:00,28.5,28.5,28.5,28.5,6300
2026-05-25 10:11:00,28.45,28.45,28.4,28.45,17700
2026-05-25 10:12:00,28.45,28.45,28.4,28.4,15500
2026-05-25 10:13:00,28.45,28.45,28.4,28.4,6100
2026-05-25 10:14:00,28.45,28.45,28.45,28.45,2600
2026-05-25 10:15:00,28.45,28.45,28.45,28.45,9200
2026-05-25 10:16:00,28.45,28.45,28.45,28.45,8100
2026-05-25 10:18:00,28.4,28.45,28.4,28.45,2700
2026-05-25 10:19:00,28.4,28.45,28.4,28.45,3600
2026-05-25 10:20:00,28.4,28.4,28.4,28.4,200
2026-05-25 10:21:00,28.4,28.4,28.4,28.4,800
2026-05-25 10:22:00,28.4,28.45,28.4,28.45,18700
2026-05-25 10:23:00,28.45,28.5,28.45,28.5,4800
2026-05-25 10:24:00,28.55,28.65,28.55,28.65,8600
2026-05-25 10:25:00,28.65,28.65,28.6,28.6,4300
2026-05-25 10:26:00,28.6,28.6,28.55,28.55,7500
2026-05-25 10:27:00,28.55,28.55,28.5,28.5,4700
2026-05-25 10:28:00,28.55,28.55,28.55,28.55,1100
2026-05-25 10:29:00,28.55,28.55,28.55,28.55,600
2026-05-25 10:30:00,28.55,28.55,28.55,28.55,200
2026-05-25 10:31:00,28.55,28.55,28.5,28.5,400
2026-05-25 10:32:00,28.5,28.55,28.5,28.55,200
2026-05-25 10:33:00,28.55,28.55,28.55,28.55,200
2026-05-25 10:36:00,28.5,28.55,28.5,28.55,3700
2026-05-25 10:37:00,28.55,28.55,28.55,28.55,2000
2026-05-25 10:38:00,28.55,28.55,28.55,28.55,100
2026-05-25 10:41:00,28.5,28.5,28.5,28.5,5200
2026-05-25 10:42:00,28.5,28.5,28.5,28.5,200
2026-05-25 10:43:00,28.5,28.55,28.5,28.55,4000
2026-05-25 10:46:00,28.55,28.55,28.55,28.55,500
2026-05-25 10:48:00,28.55,28.55,28.55,28.55,600
2026-05-25 10:49:00,28.5,28.5,28.5,28.5,1300
2026-05-25 10:50:00,28.5,28.5,28.5,28.5,2400
2026-05-25 10:51:00,28.5,28.5,28.5,28.5,500
2026-05-25 10:52:00,28.5,28.5,28.5,28.5,20800
2026-05-25 10:53:00,28.55,28.55,28.5,28.5,4100
2026-05-25 10:54:00,28.45,28.45,28.45,28.45,700
2026-05-25 10:55:00,28.45,28.45,28.45,28.45,4200
2026-05-25 10:56:00,28.5,28.5,28.5,28.5,2600
2026-05-25 10:58:00,28.45,28.45,28.45,28.45,200
2026-05-25 10:59:00,28.45,28.45,28.45,28.45,300
2026-05-25 11:00:00,28.45,28.45,28.45,28.45,200
2026-05-25 11:01:00,28.45,28.5,28.45,28.5,2400
2026-05-25 11:02:00,28.45,28.45,28.45,28.45,500
2026-05-25 11:03:00,28.5,28.5,28.5,28.5,5100
2026-05-25 11:04:00,28.45,28.5,28.45,28.5,600
2026-05-25 11:05:00,28.5,28.5,28.5,28.5,100
2026-05-25 11:09:00,28.5,28.5,28.5,28.5,900
2026-05-25 11:11:00,28.45,28.5,28.45,28.5,3400
2026-05-25 11:13:00,28.5,28.5,28.5,28.5,100
2026-05-25 11:14:00,28.5,28.5,28.5,28.5,100
2026-05-25 11:15:00,28.45,28.45,28.45,28.45,45200
2026-05-25 11:16:00,28.45,28.5,28.45,28.45,900
2026-05-25 11:17:00,28.45,28.45,28.45,28.45,4900
2026-05-25 11:18:00,28.45,28.45,28.45,28.45,3600
2026-05-25 11:20:00,28.45,28.45,28.4,28.4,1600
2026-05-25 11:21:00,28.4,28.4,28.4,28.4,15400
2026-05-25 11:22:00,28.4,28.4,28.4,28.4,300
2026-05-25 11:23:00,28.4,28.4,28.4,28.4,7800
2026-05-25 11:24:00,28.4,28.4,28.4,28.4,800
2026-05-25 11:25:00,28.4,28.4,28.4,28.4,200
2026-05-25 11:26:00,28.4,28.4,28.4,28.4,200
2026-05-25 11:27:00,28.4,28.4,28.4,28.4,14500
2026-05-25 11:28:00,28.35,28.4,28.35,28.4,10100
2026-05-25 11:29:00,28.4,28.4,28.4,28.4,900
2026-05-25 13:00:00,28.4,28.4,28.3,28.35,65000
2026-05-25 13:01:00,28.3,28.3,28.3,28.3,10200
2026-05-25 13:02:00,28.3,28.3,28.3,28.3,1200
2026-05-25 13:03:00,28.3,28.35,28.3,28.35,5700
2026-05-25 13:04:00,28.3,28.3,28.25,28.25,18000
2026-05-25 13:05:00,28.3,28.3,28.3,28.3,12300
2026-05-25 13:06:00,28.3,28.35,28.3,28.35,21100
2026-05-25 13:07:00,28.35,28.35,28.35,28.35,8700
2026-05-25 13:08:00,28.4,28.4,28.4,28.4,200
2026-05-25 13:09:00,28.4,28.4,28.35,28.4,13500
2026-05-25 13:10:00,28.4,28.4,28.35,28.35,1100
2026-05-25 13:11:00,28.35,28.35,28.35,28.35,30200
2026-05-25 13:12:00,28.35,28.35,28.35,28.35,1900
2026-05-25 13:13:00,28.35,28.35,28.35,28.35,300
2026-05-25 13:14:00,28.35,28.35,28.35,28.35,30100
2026-05-25 13:15:00,28.35,28.35,28.35,28.35,4500
2026-05-25 13:16:00,28.35,28.35,28.35,28.35,300
2026-05-25 13:17:00,28.35,28.45,28.35,28.45,18600
2026-05-25 13:18:00,28.4,28.45,28.4,28.45,1600
2026-05-25 13:19:00,28.4,28.4,28.4,28.4,3200
2026-05-25 13:20:00,28.4,28.4,28.4,28.4,700
2026-05-25 13:21:00,28.4,28.45,28.4,28.45,5700
2026-05-25 13:22:00,28.45,28.45,28.4,28.45,22900
2026-05-25 13:23:00,28.5,28.5,28.5,28.5,20600
2026-05-25 13:24:00,28.5,28.5,28.45,28.45,3300
2026-05-25 13:25:00,28.45,28.45,28.45,28.45,1200
2026-05-25 13:26:00,28.4,28.4,28.4,28.4,10000
2026-05-25 13:27:00,28.4,28.4,28.4,28.4,18500
2026-05-25 13:28:00,28.35,28.35,28.35,28.35,2000
2026-05-25 13:29:00,28.4,28.4,28.35,28.35,26200
2026-05-25 13:30:00,28.35,28.35,28.35,28.35,1400
2026-05-25 13:31:00,28.35,28.4,28.3,28.3,23300
2026-05-25 13:32:00,28.35,28.35,28.35,28.35,2500
2026-05-25 13:33:00,28.4,28.4,28.4,28.4,6500
2026-05-25 13:34:00,28.4,28.4,28.4,28.4,2400
2026-05-25 13:35:00,28.4,28.4,28.35,28.35,16000
