time,open,high,low,close,volume
2026-05-25 09:15:00,76.0,76.0,75.7,76.0,77900
2026-05-25 09:16:00,76.1,76.1,76.0,76.1,15900
2026-05-25 09:17:00,76.1,76.2,76.1,76.2,20600
2026-05-25 09:18:00,76.3,76.3,76.2,76.3,17200
2026-05-25 09:19:00,76.2,76.3,76.2,76.3,16700
2026-05-25 09:20:00,76.3,76.4,76.3,76.4,6600
2026-05-25 09:21:00,76.3,76.3,76.3,76.3,4800
2026-05-25 09:22:00,76.3,76.3,76.2,76.2,11700
2026-05-25 09:23:00,76.2,76.2,76.2,76.2,7400
2026-05-25 09:24:00,76.2,76.2,76.2,76.2,4800
2026-05-25 09:25:00,76.2,76.2,76.2,76.2,4000
2026-05-25 09:26:00,76.2,76.3,76.2,76.2,2200
2026-05-25 09:27:00,76.3,76.4,76.3,76.4,52500
2026-05-25 09:28:00,76.4,76.4,76.3,76.3,3700
2026-05-25 09:29:00,76.3,76.3,76.3,76.3,500
2026-05-25 09:30:00,76.3,76.4,76.3,76.4,2900
2026-05-25 09:31:00,76.4,76.4,76.4,76.4,2300
2026-05-25 09:32:00,76.4,76.4,76.4,76.4,6700
2026-05-25 09:33:00,76.3,76.4,76.3,76.4,5600
2026-05-25 09:34:00,76.4,76.5,76.4,76.5,16000
2026-05-25 09:35:00,76.5,76.5,76.5,76.5,5500
2026-05-25 09:36:00,76.5,76.5,76.4,76.4,17000
2026-05-25 09:38:00,76.4,76.4,76.4,76.4,9700
2026-05-25 09:39:00,76.4,76.4,76.4,76.4,11400
2026-05-25 09:40:00,76.4,76.4,76.4,76.4,2500
2026-05-25 09:42:00,76.4,76.4,76.4,76.4,5400
2026-05-25 09:43:00,76.4,76.4,76.4,76.4,20100
2026-05-25 09:44:00,76.4,76.4,76.4,76.4,2700
2026-05-25 09:45:00,76.4,76.4,76.4,76.4,8500
2026-05-25 09:46:00,76.3,76.3,76.3,76.3,400
2026-05-25 09:47:00,76.3,76.4,76.3,76.4,400
2026-05-25 09:48:00,76.4,76.4,76.3,76.3,6900
2026-05-25 09:49:00,76.4,76.4,76.4,76.4,22700
2026-05-25 09:50:00,76.4,76.4,76.3,76.3,10900
2026-05-25 09:51:00,76.3,76.3,76.3,76.3,300
2026-05-25 09:52:00,76.3,76.3,76.3,76.3,4100
2026-05-25 09:53:00,76.3,76.3,76.3,76.3,30500
2026-05-25 09:54:00,76.3,76.4,76.3,76.3,47100
2026-05-25 09:55:00,76.3,76.3,76.3,76.3,11100
2026-05-25 09:56:00,76.3,76.3,76.2,76.3,8600
2026-05-25 09:57:00,76.3,76.3,76.3,76.3,600
2026-05-25 09:58:00,76.3,76.3,76.2,76.3,1700
2026-05-25 09:59:00,76.2,76.3,76.2,76.3,46300
2026-05-25 10:00:00,76.3,76.3,76.3,76.3,1300
2026-05-25 10:01:00,76.3,76.3,76.3,76.3,1800
2026-05-25 10:02:00,76.3,76.3,76.3,76.3,10800
2026-05-25 10:03:00,76.3,76.3,76.2,76.3,9000
2026-05-25 10:04:00,76.3,76.3,76.2,76.2,5100
2026-05-25 10:05:00,76.2,76.3,76.2,76.3,1500
2026-05-25 10:06:00,76.2,76.3,76.2,76.3,7900
2026-05-25 10:07:00,76.3,76.3,76.2,76.3,15600
2026-05-25 10:08:00,76.2,76.2,76.2,76.2,500
2026-05-25 10:09:00,76.2,76.3,76.1,76.1,9800
2026-05-25 10:10:00,76.1,76.2,76.1,76.2,1300
2026-05-25 10:11:00,76.3,76.3,76.2,76.3,12400
2026-05-25 10:12:00,76.3,76.4,76.3,76.4,17100
2026-05-25 10:13:00,76.4,76.5,76.3,76.4,49200
2026-05-25 10:14:00,76.4,76.5,76.4,76.5,1000
