time,open,high,low,close,volume
2026-06-03 09:15:00,75.1,75.1,75.0,75.1,232100
2026-06-03 09:16:00,75.1,75.4,75.1,75.3,145100
2026-06-03 09:17:00,75.3,75.4,75.2,75.3,155800
2026-06-03 09:18:00,75.3,75.4,75.1,75.1,41300
2026-06-03 09:19:00,75.1,75.2,75.1,75.2,68600
2026-06-03 09:20:00,75.2,75.3,75.1,75.1,41000
2026-06-03 09:21:00,75.1,75.2,75.1,75.2,34600
2026-06-03 09:22:00,75.3,75.3,75.2,75.2,26100
2026-06-03 09:23:00,75.2,75.3,75.2,75.2,34400
2026-06-03 09:24:00,75.3,75.4,75.2,75.4,130100
2026-06-03 09:25:00,75.4,75.5,75.4,75.4,286400
2026-06-03 09:26:00,75.4,75.5,75.3,75.4,65700
2026-06-03 09:27:00,75.4,75.5,75.3,75.4,58000
2026-06-03 09:28:00,75.4,75.7,75.4,75.7,194500
2026-06-03 09:29:00,75.6,75.8,75.6,75.7,132600
2026-06-03 09:30:00,75.8,75.9,75.7,75.9,239800
2026-06-03 09:31:00,75.9,76.0,75.8,75.8,729300
2026-06-03 09:32:00,75.9,76.7,75.9,76.6,627000
2026-06-03 09:33:00,76.7,76.7,76.5,76.5,278600
2026-06-03 09:34:00,76.5,76.6,76.2,76.3,176400
2026-06-03 09:35:00,76.2,76.4,76.2,76.3,90300
2026-06-03 09:36:00,76.3,76.4,76.2,76.2,128800
2026-06-03 09:37:00,76.3,76.3,76.2,76.2,55600
2026-06-03 09:38:00,76.2,76.2,76.0,76.1,36400
2026-06-03 09:39:00,76.0,76.2,76.0,76.1,66900
2026-06-03 09:40:00,76.1,76.2,76.1,76.1,28300
2026-06-03 09:41:00,76.1,76.5,76.1,76.4,307900
2026-06-03 09:42:00,76.4,76.5,76.3,76.3,63500
2026-06-03 09:43:00,76.3,76.4,76.2,76.2,47500
2026-06-03 09:44:00,76.2,76.6,76.2,76.4,537900
2026-06-03 09:45:00,76.5,77.0,76.5,76.9,641000
2026-06-03 09:46:00,77.0,77.0,76.9,76.9,273100
2026-06-03 09:47:00,76.9,77.0,76.7,76.8,149000
2026-06-03 09:48:00,76.8,76.8,76.5,76.5,133100
