time,open,high,low,close,volume
2026-06-04 09:15:00,61.8,61.8,61.7,61.8,41700
2026-06-04 09:16:00,61.7,61.8,61.7,61.8,26300
2026-06-04 09:17:00,61.8,61.9,61.8,61.9,6800
2026-06-04 09:18:00,61.9,62.0,61.9,61.9,3600
2026-06-04 09:19:00,62.0,62.0,61.9,61.9,9600
2026-06-04 09:20:00,61.9,61.9,61.9,61.9,4800
2026-06-04 09:21:00,62.0,62.0,61.8,61.8,6600
2026-06-04 09:22:00,61.8,61.8,61.8,61.8,600
2026-06-04 09:23:00,61.8,61.9,61.8,61.8,19300
2026-06-04 09:24:00,61.8,61.8,61.8,61.8,16900
2026-06-04 09:25:00,61.7,61.8,61.7,61.8,44200
2026-06-04 09:26:00,61.7,61.8,61.7,61.7,7600
2026-06-04 09:27:00,61.8,62.0,61.7,61.9,20900
2026-06-04 09:28:00,61.9,62.2,61.9,62.2,23400
2026-06-04 09:29:00,62.1,62.3,62.1,62.3,36000
2026-06-04 09:30:00,62.3,62.4,62.3,62.3,49000
2026-06-04 09:31:00,62.4,62.5,62.3,62.5,33400
2026-06-04 09:32:00,62.5,62.5,62.3,62.4,62200
2026-06-04 09:33:00,62.4,62.5,62.3,62.4,36300
2026-06-04 09:34:00,62.3,62.4,62.3,62.4,1500
2026-06-04 09:35:00,62.4,62.4,62.3,62.3,17200
2026-06-04 09:36:00,62.3,62.4,62.3,62.3,13300
2026-06-04 09:37:00,62.3,62.3,62.2,62.3,80300
2026-06-04 09:38:00,62.2,62.3,62.2,62.3,9800
2026-06-04 09:39:00,62.3,62.3,62.2,62.2,11100
2026-06-04 09:40:00,62.2,62.3,62.1,62.3,7800
2026-06-04 09:41:00,62.2,62.3,62.2,62.3,4200
2026-06-04 09:42:00,62.2,62.2,62.2,62.2,1800
2026-06-04 09:43:00,62.2,62.3,62.2,62.2,7200
2026-06-04 09:44:00,62.2,62.3,62.2,62.2,1400
2026-06-04 09:45:00,62.3,62.3,62.2,62.2,12400
2026-06-04 09:46:00,62.2,62.3,62.2,62.2,9100
2026-06-04 09:47:00,62.3,62.3,62.2,62.2,21300
2026-06-04 09:48:00,62.2,62.3,62.2,62.2,15300
2026-06-04 09:49:00,62.2,62.2,62.2,62.2,6000
2026-06-04 09:50:00,62.2,62.2,62.1,62.1,34700
2026-06-04 09:51:00,62.1,62.2,62.1,62.1,3400
2026-06-04 09:52:00,62.1,62.2,62.1,62.2,15200
2026-06-04 09:53:00,62.2,62.4,62.2,62.3,43500
2026-06-04 09:54:00,62.3,62.5,62.3,62.4,54400
2026-06-04 09:55:00,62.4,62.5,62.4,62.5,36100
2026-06-04 09:56:00,62.5,62.5,62.4,62.5,23900
2026-06-04 09:57:00,62.5,62.5,62.5,62.5,19600
2026-06-04 09:58:00,62.5,62.5,62.3,62.3,38700
2026-06-04 09:59:00,62.3,62.5,62.3,62.5,8800
2026-06-04 10:00:00,62.5,62.5,62.3,62.3,3900
2026-06-04 10:01:00,62.3,62.3,62.3,62.3,4400
2026-06-04 10:02:00,62.4,62.4,62.3,62.3,4800
2026-06-04 10:03:00,62.3,62.3,62.3,62.3,31400
2026-06-04 10:04:00,62.3,62.4,62.2,62.2,14200
2026-06-04 10:05:00,62.2,62.3,62.2,62.2,2000
2026-06-04 10:06:00,62.2,62.3,62.2,62.2,7900
2026-06-04 10:07:00,62.2,62.3,62.2,62.2,3600
2026-06-04 10:08:00,62.2,62.2,62.1,62.2,64100
2026-06-04 10:09:00,62.1,62.2,62.1,62.2,7900
2026-06-04 10:10:00,62.1,62.2,62.1,62.1,14700
2026-06-04 10:11:00,62.1,62.2,62.1,62.1,2200
2026-06-04 10:12:00,62.1,62.2,62.1,62.2,53000
2026-06-04 10:13:00,62.2,62.3,62.2,62.3,80900
2026-06-04 10:14:00,62.3,62.3,62.3,62.3,7300
2026-06-04 10:15:00,62.3,62.4,62.2,62.4,19000
2026-06-04 10:16:00,62.4,62.5,62.4,62.4,3700
2026-06-04 10:17:00,62.4,62.5,62.4,62.5,9100
2026-06-04 10:18:00,62.4,62.4,62.3,62.4,58700
2026-06-04 10:19:00,62.3,62.4,62.3,62.3,2100
2026-06-04 10:20:00,62.4,62.4,62.4,62.4,24700
2026-06-04 10:21:00,62.4,62.4,62.3,62.4,3600
2026-06-04 10:22:00,62.3,62.3,62.3,62.3,7700
2026-06-04 10:23:00,62.3,62.3,62.3,62.3,22900
2026-06-04 10:24:00,62.3,62.4,62.3,62.3,10800
2026-06-04 10:25:00,62.3,62.3,62.3,62.3,2500
2026-06-04 10:26:00,62.3,62.3,62.3,62.3,42300
2026-06-04 10:27:00,62.2,62.2,62.2,62.2,1600
